Student ID,Student Name,Student ID.1,Attendance (%),Internal Marks,External Marks,Total Marks,Grade,Gender,Age,Religion/Caste,BPL Status,Parent Education Level,Family Income Range,DIKSHA Access,Digital Learning Hours,Participation in Quiz,Homework Submission Rate,Disciplinary Records,School Name,District,Student-Teacher Ratio,Electricity,Toilet Facilities,Library,Guardian Contact,Preferred Mode,Father Name,Mother Name,Class,Section,Class-Section,Teacher
S285,Brian Case,S285,82.54,21,35,56,C,Female,12,ST,Yes,Secondary,₹10–20k,Yes,7,No,100,3,Govt School ShikshaLens,Anantapur,44,No,Yes,No,9454234434,SMS,William Smith,Vanessa Browning,Class 6,B,Class 6-B,D.Sunil Sharma
S286,Heather Sandoval,S286,80.14,24,46,70,B,Female,11,General,Yes,Secondary,"<₹10,000",Yes,3,Yes,89.14,2,Govt School ShikshaLens,Anantapur,48,Yes,No,Yes,9520344871,SMS,Jesus Johnson,Patricia Wall,Class 6,B,Class 6-B,D.Sunil Sharma
S287,Randall Jefferson,S287,77.95,23,34,57,C,Male,10,OBC,No,Secondary,>₹20k,No,13,No,94.18,0,Govt School ShikshaLens,Anantapur,39,Yes,Yes,Yes,9854570592,SMS,Michael Peters,Valerie Powell,Class 6,B,Class 6-B,D.Sunil Sharma
S288,Haley Jackson,S288,54.63,34,41,75,B,Female,14,ST,No,,>₹20k,No,4,Yes,73.68,1,Govt School ShikshaLens,Anantapur,43,Yes,Yes,No,9832271276,WhatsApp,Matthew Martinez,Melissa Wiggins,Class 6,B,Class 6-B,D.Sunil Sharma
S289,Alice Miller,S289,79.45,26,27,53,C,Male,14,OBC,Yes,Secondary,₹10–20k,Yes,1,No,79.18,1,Govt School ShikshaLens,Anantapur,50,No,No,Yes,9471447714,SMS,Sean Thompson,Tonya Coleman,Class 6,B,Class 6-B,D.Sunil Sharma
S290,Emma Hanson,S290,88.53,34,52,86,A,Male,13,General,No,Primary,>₹20k,No,5,Yes,100,0,Govt School ShikshaLens,Anantapur,27,Yes,Yes,No,9571532152,WhatsApp,Scott Peterson,Jessica Manning,Class 6,B,Class 6-B,D.Sunil Sharma
S291,Joseph Baker,S291,89.1,18,36,54,C,Male,13,SC,No,Secondary,>₹20k,No,8,Yes,96.92,3,Govt School ShikshaLens,Anantapur,39,Yes,No,Yes,9753150998,SMS,Michael Johnson,Lisa Baker,Class 6,B,Class 6-B,D.Sunil Sharma
S292,Elizabeth Shannon,S292,92.75,27,52,79,B,Male,11,General,No,,>₹20k,No,0,No,66.79,0,Govt School ShikshaLens,Anantapur,32,No,No,No,9081084980,SMS,Thomas Montes,Jennifer Stokes,Class 6,B,Class 6-B,D.Sunil Sharma
S293,Valerie Conner,S293,54.22,15,58,73,B,Female,11,SC,No,Secondary,"<₹10,000",No,13,Yes,57.85,1,Govt School ShikshaLens,Anantapur,34,No,Yes,No,9233893106,WhatsApp,Mark Wright,Mrs. Valerie Phillips,Class 6,B,Class 6-B,D.Sunil Sharma
S294,Jeanette Fisher,S294,67.6,26,59,85,A,Male,12,OBC,No,Secondary,"<₹10,000",No,12,Yes,71.1,2,Govt School ShikshaLens,Anantapur,25,Yes,Yes,Yes,9672355141,WhatsApp,Timothy Williamson,Amber Perry,Class 6,B,Class 6-B,D.Sunil Sharma
S295,Robert Quinn,S295,100,18,31,49,D,Male,11,ST,Yes,Secondary,"<₹10,000",Yes,11,No,100,3,Govt School ShikshaLens,Anantapur,26,No,Yes,No,9100223044,WhatsApp,Javier Ellis,Donna Ray,Class 6,B,Class 6-B,D.Sunil Sharma
S296,Taylor Flores,S296,84.77,15,41,56,C,Female,11,ST,No,Primary,>₹20k,Yes,14,Yes,100,2,Govt School ShikshaLens,Anantapur,33,Yes,No,Yes,9755590022,SMS,Steven Kent,Megan Allen,Class 6,B,Class 6-B,D.Sunil Sharma
S297,Jennifer Vasquez,S297,65.23,22,38,60,C,Male,13,General,No,,₹10–20k,Yes,12,No,70.32,4,Govt School ShikshaLens,Anantapur,51,No,Yes,No,9745210115,SMS,Aaron Crane,Michelle Yates,Class 6,B,Class 6-B,D.Sunil Sharma
S298,Julia Reed MD,S298,100,27,38,65,C,Female,14,ST,Yes,Secondary,₹10–20k,Yes,7,Yes,78.07,0,Govt School ShikshaLens,Anantapur,22,No,Yes,No,9830496866,SMS,Joshua Cherry,Vicki Guzman,Class 6,B,Class 6-B,D.Sunil Sharma
S299,Daisy Boyd,S299,72.37,38,48,86,A,Male,10,ST,Yes,Primary,>₹20k,Yes,6,No,64.81,3,Govt School ShikshaLens,Anantapur,49,Yes,No,No,9923377730,SMS,Phillip Gallagher,Renee Morgan,Class 6,B,Class 6-B,D.Sunil Sharma
S300,Jacob Mckee,S300,73.62,33,39,72,B,Male,14,ST,Yes,,>₹20k,No,3,No,90.06,3,Govt School ShikshaLens,Anantapur,39,Yes,Yes,No,9692156071,SMS,Marc Bentley,Ashley Turner,Class 6,B,Class 6-B,D.Sunil Sharma
S301,Cynthia Smith,S301,100,28,51,79,B,Male,10,SC,Yes,Primary,"<₹10,000",Yes,3,Yes,86.95,1,Govt School ShikshaLens,Anantapur,53,Yes,Yes,No,9414341484,SMS,Bryan Gonzalez,Stephanie Davis,Class 7,A,Class 7-A,V.Hari Prasad
S302,Adam Murphy,S302,91.18,11,55,66,C,Male,11,OBC,Yes,Primary,₹10–20k,No,2,No,79.23,2,Govt School ShikshaLens,Anantapur,31,No,No,Yes,9818970742,WhatsApp,Joshua Young,Connie Thomas,Class 7,A,Class 7-A,V.Hari Prasad
S303,Rebecca Parker,S303,64.91,30,34,64,C,Male,10,ST,Yes,,"<₹10,000",Yes,2,Yes,34.3,1,Govt School ShikshaLens,Anantapur,27,No,No,No,9753563434,WhatsApp,Christopher Walker,Alexis Frazier,Class 7,A,Class 7-A,V.Hari Prasad
S304,Rodney Humphrey IV,S304,99.85,19,33,52,C,Male,11,General,No,,"<₹10,000",Yes,6,Yes,49.19,4,Govt School ShikshaLens,Anantapur,24,No,Yes,No,9750197517,WhatsApp,Phillip Banks,Denise Hall DVM,Class 7,A,Class 7-A,V.Hari Prasad
S305,Joann Compton,S305,73.39,31,33,64,C,Male,10,ST,Yes,,"<₹10,000",Yes,3,No,65.28,1,Govt School ShikshaLens,Anantapur,58,Yes,Yes,Yes,9760102491,SMS,Jeffrey Wall,Beth Harris,Class 7,A,Class 7-A,V.Hari Prasad
S306,Caitlin Simon,S306,69.56,34,47,81,B,Male,11,General,No,Secondary,>₹20k,No,2,Yes,57.61,4,Govt School ShikshaLens,Anantapur,24,No,Yes,Yes,9359715348,WhatsApp,Kenneth Walton,Danielle Pineda,Class 7,A,Class 7-A,V.Hari Prasad
S307,Brian Jackson,S307,91.62,33,55,88,A,Female,14,ST,No,Primary,>₹20k,Yes,6,No,65.84,2,Govt School ShikshaLens,Anantapur,29,Yes,No,Yes,9394801749,SMS,Eric Phelps,Sarah Hale,Class 7,A,Class 7-A,V.Hari Prasad
S308,John Brock,S308,43.57,39,20,59,C,Female,14,ST,Yes,,>₹20k,Yes,3,Yes,85.08,2,Govt School ShikshaLens,Anantapur,31,Yes,No,No,9411221078,SMS,Mr. John Rivera,Miss Connie Patton,Class 7,A,Class 7-A,V.Hari Prasad
S309,Dwayne Robinson,S309,62.42,29,47,76,B,Male,10,ST,No,,"<₹10,000",Yes,10,No,90.41,4,Govt School ShikshaLens,Anantapur,56,Yes,No,Yes,9539062353,SMS,Matthew Scott,Jessica Cooke,Class 7,A,Class 7-A,V.Hari Prasad
S310,Sheila Tate,S310,97.42,33,47,80,B,Male,13,General,Yes,Secondary,₹10–20k,No,10,No,83.56,4,Govt School ShikshaLens,Anantapur,39,Yes,No,Yes,9396124146,SMS,Colin Rogers,Stephanie Miller,Class 7,A,Class 7-A,V.Hari Prasad
S311,Briana Ayala,S311,73.93,14,39,53,C,Female,11,SC,Yes,Secondary,"<₹10,000",No,12,Yes,79.26,0,Govt School ShikshaLens,Anantapur,54,Yes,No,Yes,9250179421,WhatsApp,Jon Mcintyre,Laura Schultz,Class 7,A,Class 7-A,V.Hari Prasad
S312,Abigail Walton,S312,85.99,14,52,66,C,Male,10,SC,Yes,Primary,"<₹10,000",No,2,Yes,78.39,3,Govt School ShikshaLens,Anantapur,39,No,No,Yes,9152872361,WhatsApp,David Chung,Abigail Lewis,Class 7,A,Class 7-A,V.Hari Prasad
S313,Shannon Martinez,S313,88.74,33,42,75,B,Male,13,ST,Yes,Primary,"<₹10,000",No,5,No,86.93,3,Govt School ShikshaLens,Anantapur,42,Yes,No,Yes,9635543236,SMS,Joe Arnold,Kimberly Jacobs,Class 7,A,Class 7-A,V.Hari Prasad
S314,Jennifer Watts,S314,60.92,32,27,59,C,Female,11,General,Yes,Secondary,"<₹10,000",No,4,No,92.89,0,Govt School ShikshaLens,Anantapur,27,No,No,Yes,9080195016,SMS,Joshua Rocha,Jordan Stanley,Class 7,A,Class 7-A,V.Hari Prasad
S315,Christina Estes,S315,68.12,24,41,65,C,Male,11,ST,Yes,,₹10–20k,No,0,No,68.12,1,Govt School ShikshaLens,Anantapur,29,Yes,No,Yes,9485242269,WhatsApp,Christopher Henry,Emily Hall,Class 7,A,Class 7-A,V.Hari Prasad
S316,Brandi Smith,S316,77.76,26,31,57,C,Female,12,SC,Yes,,₹10–20k,No,7,Yes,83.34,0,Govt School ShikshaLens,Anantapur,23,Yes,Yes,Yes,9381975879,WhatsApp,Nathan Sullivan,Kathleen Lin,Class 7,A,Class 7-A,V.Hari Prasad
S317,Amy Robinson,S317,58.85,25,33,58,C,Male,14,SC,No,,₹10–20k,No,4,No,93.37,0,Govt School ShikshaLens,Anantapur,45,No,Yes,Yes,9130409444,SMS,Jeff Stanton,Rachel Fuentes,Class 7,A,Class 7-A,V.Hari Prasad
S318,Mark Carter,S318,60.15,15,28,43,D,Male,10,General,Yes,,"<₹10,000",No,8,Yes,71.2,0,Govt School ShikshaLens,Anantapur,32,Yes,Yes,Yes,9969047785,WhatsApp,Douglas Phillips II,Melissa Espinoza,Class 7,A,Class 7-A,V.Hari Prasad
S319,Lauren Rojas,S319,80.11,18,30,48,D,Male,13,ST,No,,₹10–20k,No,1,Yes,100,4,Govt School ShikshaLens,Anantapur,57,No,No,Yes,9410952606,WhatsApp,Michael Madden,Katrina Clarke,Class 7,A,Class 7-A,V.Hari Prasad
S320,Theresa Miller,S320,92.84,15,53,68,C,Male,11,SC,Yes,,"<₹10,000",No,12,No,55.45,0,Govt School ShikshaLens,Anantapur,42,Yes,No,No,9442373256,WhatsApp,Jonathan Garcia,Amanda Santos,Class 7,A,Class 7-A,V.Hari Prasad
S321,Kristi Flores,S321,94.35,33,26,59,C,Male,10,ST,No,Secondary,₹10–20k,No,4,Yes,74.77,0,Govt School ShikshaLens,Anantapur,31,No,No,No,9584671539,WhatsApp,David Wilson,Jacqueline Frederick,Class 7,A,Class 7-A,V.Hari Prasad
S322,Kristin Cameron,S322,92.57,28,48,76,B,Female,10,SC,No,Secondary,₹10–20k,Yes,0,No,100,0,Govt School ShikshaLens,Anantapur,51,No,Yes,No,9568473595,WhatsApp,Hayden Smith,Paige Perez,Class 7,A,Class 7-A,V.Hari Prasad
S323,Tim Sherman,S323,55.6,35,30,65,C,Male,12,General,Yes,,>₹20k,Yes,7,No,67.98,1,Govt School ShikshaLens,Anantapur,21,No,No,Yes,9189086333,SMS,Andrew Butler,Megan Alvarado,Class 7,A,Class 7-A,V.Hari Prasad
S324,Richard Ray,S324,41.26,35,27,62,C,Female,11,SC,Yes,Primary,>₹20k,No,5,Yes,66.34,3,Govt School ShikshaLens,Anantapur,48,No,Yes,No,9040763261,SMS,Timothy Kelly,Nancy Parks,Class 7,A,Class 7-A,V.Hari Prasad
S325,Sharon Shepherd,S325,57.65,11,56,67,C,Male,13,General,Yes,,>₹20k,No,3,Yes,49.34,2,Govt School ShikshaLens,Anantapur,42,Yes,No,Yes,9986533352,WhatsApp,Troy Austin,Kelly Malone,Class 7,A,Class 7-A,V.Hari Prasad
S326,Mr. William Patterson,S326,83.92,36,40,76,B,Male,12,ST,Yes,Primary,>₹20k,Yes,6,Yes,97.07,4,Govt School ShikshaLens,Anantapur,34,No,No,Yes,9361379699,WhatsApp,Jerome Poole,Shelley Massey,Class 7,B,Class 7-B,C.Hanumatha Rao
S327,Todd Cherry,S327,76.56,24,23,47,D,Female,14,General,Yes,Primary,"<₹10,000",No,12,No,78.75,2,Govt School ShikshaLens,Anantapur,53,Yes,Yes,No,9329448930,WhatsApp,Joseph Gonzalez,Taylor Gallagher,Class 7,B,Class 7-B,C.Hanumatha Rao
S328,Lisa Nelson,S328,80.86,30,46,76,B,Male,14,General,Yes,Primary,>₹20k,No,14,Yes,57.8,3,Govt School ShikshaLens,Anantapur,54,Yes,Yes,No,9151014666,WhatsApp,Samuel Jackson,Virginia Frye,Class 7,B,Class 7-B,C.Hanumatha Rao
S329,Tammy Walker,S329,62.57,39,37,76,B,Male,11,General,No,Secondary,₹10–20k,Yes,0,No,83.27,4,Govt School ShikshaLens,Anantapur,23,No,Yes,Yes,9744292151,SMS,Eugene Woods,April Schroeder,Class 7,B,Class 7-B,C.Hanumatha Rao
S330,Sabrina Lowe,S330,76.37,16,50,66,C,Female,13,SC,Yes,Primary,₹10–20k,Yes,9,No,100,4,Govt School ShikshaLens,Anantapur,50,Yes,No,No,9946794035,WhatsApp,Michael Morris,Kimberly Murray,Class 7,B,Class 7-B,C.Hanumatha Rao
S331,Amanda Harris,S331,65.98,19,55,74,B,Female,13,OBC,Yes,Secondary,>₹20k,Yes,3,Yes,86.4,0,Govt School ShikshaLens,Anantapur,32,Yes,No,Yes,9342219677,WhatsApp,Vincent Norris,Jennifer Stevenson,Class 7,B,Class 7-B,C.Hanumatha Rao
S332,Rebecca Peterson,S332,93.09,31,47,78,B,Male,10,ST,No,,"<₹10,000",Yes,9,Yes,87.68,0,Govt School ShikshaLens,Anantapur,34,No,Yes,No,9701835431,SMS,Alexander Brown,Jamie Garcia,Class 7,B,Class 7-B,C.Hanumatha Rao
S333,John Young,S333,53.96,38,27,65,C,Female,10,General,Yes,,"<₹10,000",Yes,9,Yes,100,2,Govt School ShikshaLens,Anantapur,56,No,No,Yes,9102988942,SMS,Steven Johnson,Dana Vaughn,Class 7,B,Class 7-B,C.Hanumatha Rao
S334,Frederick Anderson,S334,91.05,13,58,71,B,Female,11,OBC,Yes,,"<₹10,000",Yes,8,No,61.74,1,Govt School ShikshaLens,Anantapur,38,No,Yes,Yes,9027633490,SMS,Adam Anderson,Maria Miller,Class 7,B,Class 7-B,C.Hanumatha Rao
S335,Jackson Richardson,S335,62.47,27,24,51,C,Male,10,SC,Yes,Secondary,₹10–20k,No,2,No,100,3,Govt School ShikshaLens,Anantapur,53,No,Yes,No,9198514700,WhatsApp,Alex Velasquez,Danielle Murray,Class 7,B,Class 7-B,C.Hanumatha Rao
S336,Whitney Flowers,S336,100,31,56,87,A,Female,12,SC,Yes,Secondary,₹10–20k,No,11,No,42.16,2,Govt School ShikshaLens,Anantapur,29,Yes,No,Yes,9162275325,SMS,Scott Chapman,Cindy Allen,Class 7,B,Class 7-B,C.Hanumatha Rao
S337,George Phillips,S337,86.01,34,44,78,B,Male,11,SC,No,Primary,₹10–20k,Yes,2,No,52.96,4,Govt School ShikshaLens,Anantapur,37,Yes,No,No,9084777341,WhatsApp,Kyle Carney,Yvonne Hall,Class 7,B,Class 7-B,C.Hanumatha Rao
S338,Brent Potts,S338,53.47,16,30,46,D,Male,13,General,Yes,Secondary,₹10–20k,Yes,13,Yes,41.74,2,Govt School ShikshaLens,Anantapur,23,Yes,No,Yes,9733500385,WhatsApp,Timothy Harmon,Monica Sherman,Class 7,B,Class 7-B,C.Hanumatha Rao
S339,Evan Davis,S339,83.53,16,55,71,B,Male,14,General,No,Secondary,>₹20k,Yes,0,Yes,100,3,Govt School ShikshaLens,Anantapur,22,No,No,No,9984795099,SMS,David Mathis,Rachel Robbins,Class 7,B,Class 7-B,C.Hanumatha Rao
S340,David Morton,S340,49.69,15,58,73,B,Female,13,ST,No,,₹10–20k,Yes,12,Yes,54.94,0,Govt School ShikshaLens,Anantapur,21,No,No,No,9411289794,WhatsApp,Mark Conner,Sara Russell,Class 7,B,Class 7-B,C.Hanumatha Rao
S341,Ms. Denise Brown,S341,67.19,30,27,57,C,Female,11,ST,Yes,Secondary,"<₹10,000",Yes,2,No,84.11,3,Govt School ShikshaLens,Anantapur,22,No,Yes,Yes,9800742774,WhatsApp,David Vasquez,Michelle Roberson,Class 7,B,Class 7-B,C.Hanumatha Rao
S342,Lisa Reed,S342,52.51,12,53,65,C,Female,13,SC,Yes,Secondary,"<₹10,000",No,7,No,53.41,3,Govt School ShikshaLens,Anantapur,55,Yes,Yes,No,9798567178,WhatsApp,Jonathan Alexander,Cheyenne Johnson,Class 7,B,Class 7-B,C.Hanumatha Rao
S343,Corey Smith,S343,76.66,24,35,59,C,Female,11,SC,No,Primary,>₹20k,Yes,13,Yes,87.56,0,Govt School ShikshaLens,Anantapur,35,No,No,No,9881560713,SMS,Dennis Hill,Jill Baird,Class 7,B,Class 7-B,C.Hanumatha Rao
S344,Kelly Jones,S344,74.7,39,42,81,B,Male,13,ST,No,Primary,>₹20k,No,2,Yes,87.67,4,Govt School ShikshaLens,Anantapur,39,Yes,Yes,Yes,9267888133,SMS,Robert Dillon,Melissa Tran,Class 7,B,Class 7-B,C.Hanumatha Rao
S345,Angela Sanders,S345,76.09,34,49,83,B,Female,14,ST,No,Primary,₹10–20k,No,3,No,95.6,1,Govt School ShikshaLens,Anantapur,27,Yes,Yes,Yes,9399933139,WhatsApp,Kenneth Bailey,Lisa Jackson,Class 7,B,Class 7-B,C.Hanumatha Rao
S346,Christopher Arnold,S346,67.09,25,31,56,C,Female,13,General,No,Primary,>₹20k,No,1,No,87.23,4,Govt School ShikshaLens,Anantapur,33,Yes,No,Yes,9415071728,SMS,Joshua Spence,Gloria Campbell,Class 7,B,Class 7-B,C.Hanumatha Rao
S347,Steven Smith,S347,70.64,22,21,43,D,Male,10,General,Yes,Primary,₹10–20k,Yes,4,No,71.84,1,Govt School ShikshaLens,Anantapur,46,Yes,No,Yes,9695109916,SMS,Robert Mclaughlin,Lisa Rodriguez,Class 7,B,Class 7-B,C.Hanumatha Rao
S348,Jeffrey Best,S348,75.9,12,42,54,C,Male,11,General,No,Primary,"<₹10,000",No,3,No,47.78,1,Govt School ShikshaLens,Anantapur,25,No,No,Yes,9501113183,WhatsApp,John Robinson,Karen Gray,Class 7,B,Class 7-B,C.Hanumatha Rao
S349,Willie Weaver,S349,74.91,31,56,87,A,Female,13,ST,Yes,Primary,>₹20k,No,9,No,96.77,3,Govt School ShikshaLens,Anantapur,57,No,Yes,No,9296871629,WhatsApp,Joseph Berg,Jenna Fernandez,Class 7,B,Class 7-B,C.Hanumatha Rao
S350,Robert Golden,S350,68.42,33,49,82,B,Female,12,SC,No,,₹10–20k,Yes,6,Yes,100,3,Govt School ShikshaLens,Anantapur,33,Yes,Yes,No,9317403063,WhatsApp,Joshua Hernandez,Amy Vazquez,Class 7,B,Class 7-B,C.Hanumatha Rao
S351,Edward Hawkins,S351,72.38,11,46,57,C,Female,11,OBC,No,Primary,₹10–20k,Yes,2,No,64.89,1,Govt School ShikshaLens,Anantapur,33,No,No,Yes,9902628927,SMS,Joseph Bailey,Kristie Santos,Class 8,A,Class 8-A,J.Shiva Reddy
S352,Angela Saunders,S352,75.76,34,21,55,C,Female,10,ST,No,,>₹20k,No,12,Yes,83.41,0,Govt School ShikshaLens,Anantapur,55,Yes,No,Yes,9799089320,WhatsApp,Clinton Castro Jr.,Ms. Andrea Booth DDS,Class 8,A,Class 8-A,J.Shiva Reddy
S353,Erica Savage,S353,59.65,25,22,47,D,Female,12,SC,No,Secondary,>₹20k,No,8,No,86.03,0,Govt School ShikshaLens,Anantapur,32,Yes,Yes,No,9955013965,SMS,Michael Fry,Cynthia Keller,Class 8,A,Class 8-A,J.Shiva Reddy
S354,Brittney Morse,S354,65.86,11,23,34,D,Male,10,OBC,No,Secondary,₹10–20k,Yes,14,Yes,76.26,3,Govt School ShikshaLens,Anantapur,31,No,No,Yes,9339714150,SMS,Gregory Craig,Bonnie Parsons,Class 8,A,Class 8-A,J.Shiva Reddy
S355,Derrick Ochoa,S355,73.94,22,50,72,B,Male,13,OBC,No,Primary,₹10–20k,No,1,Yes,89.73,4,Govt School ShikshaLens,Anantapur,25,No,Yes,Yes,9618774770,SMS,Michael Powers,Mary Gutierrez,Class 8,A,Class 8-A,J.Shiva Reddy
S356,Bobby Salinas,S356,50.15,28,24,52,C,Female,12,ST,Yes,Primary,"<₹10,000",No,1,No,100,1,Govt School ShikshaLens,Anantapur,44,No,Yes,Yes,9573144707,SMS,James Murray,Vanessa Silva,Class 8,A,Class 8-A,J.Shiva Reddy
S357,Joan Davis,S357,77.23,18,42,60,C,Female,12,ST,No,Primary,₹10–20k,Yes,8,Yes,73.26,2,Govt School ShikshaLens,Anantapur,40,No,No,Yes,9110282113,WhatsApp,James Mclaughlin,Dr. Janet Crosby,Class 8,A,Class 8-A,J.Shiva Reddy
S358,John Goodwin,S358,69.49,28,26,54,C,Female,13,General,Yes,,"<₹10,000",No,0,No,65.86,3,Govt School ShikshaLens,Anantapur,23,Yes,No,No,9385742696,SMS,Jose Farrell,Taylor Hamilton,Class 8,A,Class 8-A,J.Shiva Reddy
S359,Anne Lyons,S359,51.99,29,55,84,B,Male,13,OBC,Yes,,₹10–20k,Yes,5,Yes,98.25,1,Govt School ShikshaLens,Anantapur,56,Yes,No,Yes,9402859804,WhatsApp,Maurice Johnson,Maria Eaton,Class 8,A,Class 8-A,J.Shiva Reddy
S360,Annette Lopez,S360,73.07,38,54,92,A,Male,12,ST,Yes,Primary,₹10–20k,Yes,11,Yes,99.79,4,Govt School ShikshaLens,Anantapur,41,No,Yes,No,9509379184,SMS,Kevin Curtis,Janice Williams,Class 8,A,Class 8-A,J.Shiva Reddy
S361,Henry Smith,S361,71.51,15,34,49,D,Male,14,ST,No,Secondary,>₹20k,Yes,9,No,59.07,1,Govt School ShikshaLens,Anantapur,58,Yes,Yes,No,9122420042,SMS,Glenn Ramirez,Roberta Morales,Class 8,A,Class 8-A,J.Shiva Reddy
S362,Leslie Peters,S362,52.01,35,40,75,B,Female,14,General,Yes,Secondary,>₹20k,Yes,1,No,100,4,Govt School ShikshaLens,Anantapur,51,Yes,Yes,No,9977487986,SMS,Steven Goodwin,Kelly Marquez,Class 8,A,Class 8-A,J.Shiva Reddy
S363,Jason Boyd,S363,60.09,37,30,67,C,Female,14,SC,Yes,,₹10–20k,Yes,3,Yes,79.38,4,Govt School ShikshaLens,Anantapur,45,Yes,Yes,Yes,9971499471,WhatsApp,Adam Martinez,Jessica Kaufman,Class 8,A,Class 8-A,J.Shiva Reddy
S364,Bridget Jacobson,S364,85.99,12,48,60,C,Male,13,OBC,No,Secondary,"<₹10,000",Yes,12,Yes,55.23,1,Govt School ShikshaLens,Anantapur,40,No,No,No,9457408869,SMS,Jesse George,Rebecca Smith,Class 8,A,Class 8-A,J.Shiva Reddy
S365,Pamela Mills MD,S365,79.37,18,20,38,D,Male,11,ST,Yes,,>₹20k,Yes,11,No,65.39,4,Govt School ShikshaLens,Anantapur,52,No,Yes,No,9875061242,WhatsApp,Albert Hendrix,Gloria Brennan,Class 8,A,Class 8-A,J.Shiva Reddy
S366,Sara Miller,S366,73.67,20,53,73,B,Male,12,ST,No,Secondary,"<₹10,000",No,5,No,98.43,0,Govt School ShikshaLens,Anantapur,34,Yes,Yes,Yes,9747506709,SMS,Larry Morgan,Chloe Ruiz,Class 8,A,Class 8-A,J.Shiva Reddy
S367,Scott Woodard,S367,73.14,22,38,60,C,Male,14,ST,No,Primary,"<₹10,000",No,11,Yes,99.52,0,Govt School ShikshaLens,Anantapur,42,Yes,Yes,No,9988269810,WhatsApp,Brandon Mitchell,Joanne Garcia,Class 8,A,Class 8-A,J.Shiva Reddy
S368,Bradley Kelly,S368,71.57,34,42,76,B,Male,12,OBC,No,,₹10–20k,No,0,No,81.8,4,Govt School ShikshaLens,Anantapur,43,No,Yes,No,9710509206,SMS,Michael Reyes,Carolyn Jones,Class 8,A,Class 8-A,J.Shiva Reddy
S369,Scott Johnson,S369,38.49,23,55,78,B,Female,12,SC,No,,>₹20k,Yes,3,Yes,83.72,2,Govt School ShikshaLens,Anantapur,26,No,Yes,Yes,9806841821,WhatsApp,Michael Cabrera,Renee Payne,Class 8,A,Class 8-A,J.Shiva Reddy
S370,Sarah Miller,S370,65.84,35,24,59,C,Female,14,General,No,Secondary,₹10–20k,Yes,13,No,100,1,Govt School ShikshaLens,Anantapur,57,Yes,No,No,9860347752,WhatsApp,William Mendoza,Heather Calderon,Class 8,A,Class 8-A,J.Shiva Reddy
S371,Brian Clark,S371,75.45,26,50,76,B,Male,10,OBC,No,Secondary,₹10–20k,No,8,Yes,63.04,1,Govt School ShikshaLens,Anantapur,34,No,Yes,Yes,9886812783,SMS,Chad Wilson,Julie Moore,Class 8,A,Class 8-A,J.Shiva Reddy
S372,Anthony Clark,S372,70.16,39,23,62,C,Female,10,General,No,Secondary,"<₹10,000",Yes,8,Yes,74.98,0,Govt School ShikshaLens,Anantapur,29,No,No,No,9122431652,SMS,Michael Young,Taylor Davis,Class 8,A,Class 8-A,J.Shiva Reddy
S373,Jeffery Hobbs,S373,65.35,17,21,38,D,Male,14,ST,No,Secondary,>₹20k,No,4,No,98.56,3,Govt School ShikshaLens,Anantapur,53,Yes,No,Yes,9882442542,WhatsApp,Michael Mccarty,Erika Terry,Class 8,A,Class 8-A,J.Shiva Reddy
S374,Joel Campbell,S374,69.53,17,37,54,C,Male,10,SC,Yes,,₹10–20k,No,8,Yes,63.22,2,Govt School ShikshaLens,Anantapur,33,No,Yes,No,9049929379,SMS,James Moore,Jennifer Murray,Class 8,A,Class 8-A,J.Shiva Reddy
S375,Amber Velazquez,S375,100,31,49,80,B,Female,13,OBC,Yes,Secondary,₹10–20k,Yes,4,No,57.94,3,Govt School ShikshaLens,Anantapur,51,Yes,Yes,Yes,9415973568,WhatsApp,Hayden Jackson,Melinda Cannon,Class 8,A,Class 8-A,J.Shiva Reddy
S376,Patricia Hardin,S376,70.19,30,54,84,B,Female,11,OBC,Yes,Secondary,"<₹10,000",No,13,No,79.95,0,Govt School ShikshaLens,Anantapur,31,Yes,No,No,9905244278,WhatsApp,Barry Winters,Phyllis Brown,Class 8,B,Class 8-B,S.Satyamma
S377,Shannon Hoover,S377,72.49,22,40,62,C,Male,13,General,Yes,Primary,>₹20k,No,10,No,85.65,2,Govt School ShikshaLens,Anantapur,44,No,Yes,No,9603743777,WhatsApp,Roy Hudson,Tara Glass,Class 8,B,Class 8-B,S.Satyamma
S378,Nathan Calderon,S378,73.58,24,46,70,B,Female,11,SC,No,,>₹20k,Yes,14,Yes,78.28,2,Govt School ShikshaLens,Anantapur,42,Yes,Yes,Yes,9286665729,SMS,Craig Diaz,Jennifer Lam,Class 8,B,Class 8-B,S.Satyamma
S379,Harry Smith,S379,82.42,20,56,76,B,Female,14,SC,Yes,,>₹20k,No,0,Yes,94.47,2,Govt School ShikshaLens,Anantapur,38,No,Yes,Yes,9797159606,WhatsApp,George Mitchell,Christine Sanders,Class 8,B,Class 8-B,S.Satyamma
S380,Jessica Garcia,S380,90.03,14,27,41,D,Male,11,SC,Yes,Secondary,"<₹10,000",No,9,No,84.1,0,Govt School ShikshaLens,Anantapur,24,No,Yes,No,9891187981,SMS,Chase Perez,Bailey Stephens,Class 8,B,Class 8-B,S.Satyamma
